# 256
   0.0000000000   0.0000000000
   0.0019531250   0.0001052721
   0.0039062500   0.0007475235
   0.0058593750   0.0010907878
   0.0078125000   0.0010283347
   0.0097656250   0.0004158480
   0.0117187500   0.0002665317
   0.0136718750   0.0015392262
   0.0156250000   0.0006690340
   0.0175781250   0.0002900626
   0.0195312500   0.0009138624
   0.0214843750   0.0002003870
   0.0234375000   0.0016201029
   0.0253906250   0.0022215968
   0.0273437500   0.0018586663
   0.0292968750   0.0016775217
   0.0312500000   0.0010686836
   0.0332031250   0.0011090711
   0.0351562500   0.0003230876
   0.0371093750   0.0013098984
   0.0390625000   0.0020127034
   0.0410156250   0.0008811640
   0.0429687500   0.0004797592
   0.0449218750   0.0010031266
   0.0468750000   0.0008982961
   0.0488281250   0.0000559297
   0.0507812500   0.0004648587
   0.0527343750   0.0006057566
   0.0546875000   0.0013879540
   0.0566406250   0.0006253404
   0.0585937500   0.0009976042
   0.0605468750   0.0013187256
   0.0625000000   0.0002074021
   0.0644531250   0.0042247467
   0.0664062500   0.0031754891
   0.0683593750   0.0000143229
   0.0703125000   0.0007034035
   0.0722656250   0.0000392895
   0.0742187500   0.0007234436
   0.0761718750   0.0008880786
   0.0781250000   0.0001084523
   0.0800781250   0.0000453747
   0.0820312500   0.0002233201
   0.0839843750   0.0002591217
   0.0859375000   0.0000153354
   0.0878906250   0.0004232891
   0.0898437500   0.0007145344
   0.0917968750   0.0004615606
   0.0937500000   0.0036139193
   0.0957031250   0.0003935389
   0.0976562500   0.0128445058
   0.0996093750   0.0520196774
   0.1015625000   0.0451535988
   0.1035156250   0.0080028848
   0.1054687500   0.0002128287
   0.1074218750   0.0004916625
   0.1093750000   0.0013158800
   0.1113281250   0.0010584633
   0.1132812500   0.0003210867
   0.1152343750   0.0013882754
   0.1171875000   0.0002546299
   0.1191406250   0.0000700758
   0.1210937500   0.0001096578
   0.1230468750   0.0009324787
   0.1250000000   0.0002596440
   0.1269531250   0.0004255137
   0.1289062500   0.0009437166
   0.1308593750   0.0022188761
   0.1328125000   0.0027706926
   0.1347656250   0.0006543305
   0.1367187500   0.0011004686
   0.1386718750   0.0009135324
   0.1406250000   0.0006555309
   0.1425781250   0.0006451596
   0.1445312500   0.0002942889
   0.1464843750   0.0009363826
   0.1484375000   0.0002135236
   0.1503906250   0.0007639535
   0.1523437500   0.0023503063
   0.1542968750   0.0011660955
   0.1562500000   0.0000307723
   0.1582031250   0.0006392346
   0.1601562500   0.0008464427
   0.1621093750   0.0010783352
   0.1640625000   0.0004732314
   0.1660156250   0.0000444582
   0.1679687500   0.0005100634
   0.1699218750   0.0001031080
   0.1718750000   0.0002288881
   0.1738281250   0.0003530801
   0.1757812500   0.0004453537
   0.1777343750   0.0022006635
   0.1796875000   0.0031565169
   0.1816406250   0.0015292840
   0.1835937500   0.0006345483
   0.1855468750   0.0013588141
   0.1875000000   0.0010228201
   0.1894531250   0.0002302635
   0.1914062500   0.0002139784
   0.1933593750   0.0005378926
   0.1953125000   0.0006595459
   0.1972656250   0.0002082392
   0.1992187500   0.0005416148
   0.2011718750   0.0014047836
   0.2031250000   0.0015332773
   0.2050781250   0.0013287113
   0.2070312500   0.0006153633
   0.2089843750   0.0005496999
   0.2109375000   0.0012691846
   0.2128906250   0.0015741065
   0.2148437500   0.0012566693
   0.2167968750   0.0008534500
   0.2187500000   0.0005047345
   0.2207031250   0.0000751883
   0.2226562500   0.0008871983
   0.2246093750   0.0006891730
