# 256
   0.2265625000   0.0000857795
   0.2285156250   0.0017682659
   0.2304687500   0.0017164600
   0.2324218750   0.0004366823
   0.2343750000   0.0007151556
   0.2363281250   0.0003813656
   0.2382812500   0.0001032072
   0.2402343750   0.0011797716
   0.2421875000   0.0019522619
   0.2441406250   0.0022738784
   0.2460937500   0.0022091835
   0.2480468750   0.0012815723
   0.2500000000   0.0011767745
   0.2519531250   0.0015160012
   0.2539062500   0.0005352900
   0.2558593750   0.0010316896
   0.2578125000   0.0033192867
   0.2597656250   0.0037397795
   0.2617187500   0.0025482954
   0.2636718750   0.0013412826
   0.2656250000   0.0003976891
   0.2675781250   0.0002999477
   0.2695312500   0.0006530922
   0.2714843750   0.0006134241
   0.2734375000   0.0009525779
   0.2753906250   0.0010046010
   0.2773437500   0.0003664002
   0.2792968750   0.0004955145
   0.2812500000   0.0009170652
   0.2832031250   0.0003882131
   0.2851562500   0.0003213421
   0.2871093750   0.0014894567
   0.2890625000   0.0008252585
   0.2910156250   0.0000177219
   0.2929687500   0.0007706742
   0.2949218750   0.0010803139
   0.2968750000   0.0010973905
   0.2988281250   0.0004173349
   0.3007812500   0.0001840895
   0.3027343750   0.0005206054
   0.3046875000   0.0003560047
   0.3066406250   0.0001254736
   0.3085937500   0.0001187113
   0.3105468750   0.0001020512
   0.3125000000   0.0004538547
   0.3144531250   0.0006944328
   0.3164062500   0.0001924276
   0.3183593750   0.0006223445
   0.3203125000   0.0006984487
   0.3222656250   0.0008756641
   0.3242187500   0.0011338594
   0.3261718750   0.0005559825
   0.3281250000   0.0016382979
   0.3300781250   0.0020359462
   0.3320312500   0.0007346577
   0.3339843750   0.0006987233
   0.3359375000   0.0015188183
   0.3378906250   0.0008855964
   0.3398437500   0.0002924511
   0.3417968750   0.0010384892
   0.3437500000   0.0007767937
   0.3457031250   0.0002337091
   0.3476562500   0.0007629404
   0.3496093750   0.0007595211
   0.3515625000   0.0005298740
   0.3535156250   0.0010118287
   0.3554687500   0.0003746079
   0.3574218750   0.0001717228
   0.3593750000   0.0010031330
   0.3613281250   0.0009095511
   0.3632812500   0.0019190375
   0.3652343750   0.0024394572
   0.3671875000   0.0007433696
   0.3691406250   0.0000275141
   0.3710937500   0.0004441362
   0.3730468750   0.0003719034
   0.3750000000   0.0005400538
   0.3769531250   0.0008200900
   0.3789062500   0.0003413492
   0.3808593750   0.0004137396
   0.3828125000   0.0006782596
   0.3847656250   0.0001109791
   0.3867187500   0.0003552571
   0.3886718750   0.0007698320
   0.3906250000   0.0002939968
   0.3925781250   0.0000497401
   0.3945312500   0.0001276813
   0.3964843750   0.0002426949
   0.3984375000   0.0002586341
   0.4003906250   0.0002008357
   0.4023437500   0.0009095917
   0.4042968750   0.0024293015
   0.4062500000   0.0016184704
   0.4082031250   0.0000192570
   0.4101562500   0.0005978670
   0.4121093750   0.0002117105
   0.4140625000   0.0002801260
   0.4160156250   0.0006462791
   0.4179687500   0.0002396601
   0.4199218750   0.0013639171
   0.4218750000   0.0011238080
   0.4238281250   0.0000522227
   0.4257812500   0.0001030892
   0.4277343750   0.0000303716
   0.4296875000   0.0000220102
   0.4316406250   0.0001037594
   0.4335937500   0.0004246379
   0.4355468750   0.0003153361
   0.4375000000   0.0000150700
   0.4394531250   0.0004413221
   0.4414062500   0.0010151723
   0.4433593750   0.0013526142
   0.4453125000   0.0004633243
   0.4472656250   0.0001339297
   0.4492187500   0.0008884328
   0.4511718750   0.0001171830
   0.4531250000   0.0009101262
   0.4550781250   0.0021112762
   0.4570312500   0.0004618553
   0.4589843750   0.0016170374
   0.4609375000   0.0036555842
   0.4628906250   0.0011759253
   0.4648437500   0.0006440289
   0.4667968750   0.0024836393
   0.4687500000   0.0021994770
   0.4707031250   0.0017065917
   0.4726562500   0.0003067309
   0.4746093750   0.0011522874
   0.4765625000   0.0025958521
   0.4785156250   0.0004010927
   0.4804687500   0.0006588562
   0.4824218750   0.0012958603
   0.4843750000   0.0007716974
   0.4863281250   0.0007364130
   0.4882812500   0.0000053972
   0.4902343750   0.0015071375
   0.4921875000   0.0017092961
   0.4941406250   0.0000651510
   0.4960937500   0.0009159584
   0.4980468750   0.0015544139
